,driver_id,career_len,rides_per_day,profit,responding,arrival,waiting,speed,total_duration,average ride time,average dist per ride,10_to_6,9_to_5,prime_time,Unnamed: 0
0,619fb670865cb3e2583cc22fde1337f1,56,12.181818181818182,123.911024134343,49.25074626865672,38.728358208955214,128.5701492537313,6.431237228150646,8669.783333333342,12.939975124378119,3.102640203483805,0.056716417910447764,0.2253731343283582,0.029700857576217782,211.0
1,8224c23bca05c2adb3fdf40752eb1b3c,70,6.462962962962963,83.99353583725069,32.02292263610316,15.40974212034384,2.1432664756446997,9.289493937274665,5219.0499999999965,14.954297994269336,5.179186270917159,0.2808022922636103,0.16045845272206305,0.016685667570407132,210.0
2,c56b62b863a81370827e04d2c0a669a8,57,2.8421052631578947,38.75653623486059,293.1666666666667,291.07407407407413,1594.9259259259259,8.64382248280694,903.95,16.739814814814814,5.394608509860724,0.0,0.2777777777777778,0.017515718052252154,209.0
3,28e4da66781b209cd9a299365a0dcab0,46,3.0,32.70605250093322,202.96296296296296,207.44444444444446,3189.518518518519,7.1165699782451055,367.73333333333335,13.619753086419756,3.613627670694543,0.0,0.14814814814814814,0.009064539521392313,208.0
4,f129b4923a3e5d5f676a592a8e4b7efd,55,4.5,47.62975653663406,241.7333333333333,230.95555555555558,3.0222222222222217,7.211120988787244,581.1833333333334,12.915185185185187,3.472217044116084,0.13333333333333333,0.06666666666666668,0.028677124257979414,207.0
5,1805f90c5220ac830835df3309a76e78,63,1.761904761904762,23.112524337592006,231.48648648648648,211.59459459459458,2.324324324324324,8.060484090290997,612.8333333333331,16.563063063063062,4.977430734573415,0.0,0.027027027027027032,0.014277943976067447,206.0
6,8b0662c4244f85c5dd7ab46810ca6b04,40,2.1666666666666665,27.41548060741716,361.41025641025635,348.9743589743589,2.4615384615384617,9.129019941848512,567.4833333333335,14.550854700854705,4.952404441636053,0.02564102564102564,0.5128205128205128,0.025698258392316955,205.0
7,7473815d8eb56f765461525f1bf48c93,38,4.25,49.62751083208024,390.0294117647058,372.1176470588235,1.5882352941176472,8.596852521269215,456.4500000000001,13.425,4.3028599959501115,0.05882352941176471,0.5294117647058824,0.0,204.0
8,16cd1e08be52741e1516cade45ae7754,32,3.8125,53.1343240422575,350.75409836065575,336.3770491803278,0.18032786885245905,11.176076429295394,887.9666666666667,14.5568306010929,6.065402638328267,0.08196721311475409,0.3114754098360656,0.01079244716393258,203.0
9,51b528390e8e7780595f6009b1f4cf72,30,17.142857142857142,183.49257858708125,262.26666666666665,249.7625,3.095833333333333,6.509650680285679,3341.7333333333318,13.923888888888884,3.379260545730962,0.2,0.4083333333333333,0.028677732115070024,202.0
10,f91254f1c1b3112ef3464e477d23c9e8,35,1.6111111111111112,18.729132589435107,155.6206896551724,142.58620689655172,2.862068965517241,9.365417762859478,367.4333333333333,12.670114942528734,4.4239596184857115,0.6896551724137931,0.03448275862068965,0.04649369500136079,201.0
11,91278ab4c7170ed070a5cd653cab3d26,30,3.636363636363636,40.77839748573762,254.525,243.875,1.775,8.586545406789677,507.6333333333334,12.690833333333336,4.062674761082183,0.375,0.25,0.008208024164423141,200.0
12,6a464f9c764040d89517cb5ed9257953,32,9.347826086956523,109.088712817911,329.3906976744186,320.33953488372094,1.8930232558139533,8.633920628502107,2885.166666666667,13.419379844961243,4.319604078632842,0.19069767441860466,0.2372093023255814,0.02483969730229334,199.0
13,85bfeb44e07b0d4e86c637353080289d,48,11.472222222222221,130.82016697884902,167.08232445520582,152.544794188862,2.2929782082324457,7.387188253540581,5888.866666666666,14.258757062146893,3.92703055959264,0.13801452784503632,0.2324455205811138,0.04209921546873762,198.0
14,0abc4faab8bbdf4d62412655fe0a2398,33,7.666666666666668,78.59363704928037,187.65217391304347,177.91304347826087,2.4130434782608696,8.209167410429682,522.8666666666664,11.366666666666662,3.478849822854737,0.3043478260869565,0.0,0.03426622465893153,197.0
