,driver_id,career_len,rides_per_day,profit,responding,arrival,waiting,speed,total_duration,average ride time,average dist per ride,10_to_6,9_to_5,prime_time
0,bd057e02f75c92917389d90bb215fe91,1,13.5,128.16353098371587,194.0,181.7037037037037,2.259259259259259,6.61995314117583,305.8833333333333,11.329012345679011,2.796085259703886,0.0,0.7037037037037037,0.0013621751212335859
1,6eb2e0f41fc9f1fbb70e7751035fdf87,1,17.5,205.7790713087352,271.0857142857143,259.8,2.8857142857142857,7.593259374594524,513.8,14.679999999999998,4.155829630247715,0.0,0.6,0.004865706500583885
2,68b546b2f4102641d6774c1ce4f57457,1,11.0,120.70732397960238,145.63636363636363,132.77272727272728,2.227272727272727,5.968257137153125,333.9333333333333,15.178787878787876,3.377443265844722,0.0,0.2727272727272727,0.011229786384507886
3,e4f3a9d5cf57b9b518136afd9757f76d,3,8.0,69.86744837117494,176.46875,166.875,2.53125,5.475024951285585,350.6833333333332,10.958854166666663,2.2369418519393043,0.0,0.09375,0.003564469369326553
4,9fa4b644d8b6ea510119808c37f22223,6,7.8,80.79634646501053,132.35897435897436,123.7948717948718,2.5641025641025643,7.845080050368772,463.25,11.878205128205128,3.474174633780435,0.3333333333333333,0.1282051282051282,0.0062960964202194636
5,b8df3a1ffca045016321353536ac86cf,4,12.333333333333334,124.58503499295087,254.40540540540542,238.24324324324326,2.2972972972972974,6.586399108138239,463.45,12.525675675675675,3.075761458701049,0.02702702702702703,0.3783783783783784,0.01438486711978998
6,1110d496149d3d8c50276765924df831,7,7.0,71.4909042278201,268.5357142857143,246.14285714285714,1.6071428571428572,4.887174618245115,421.3,15.046428571428573,2.741540897865851,0.0,0.5357142857142857,0.012857029828309201
7,9835cfed2c02bee16b5f0eeac3b4926a,8,6.111111111111111,74.48756347874836,414.45454545454544,397.8181818181818,3.1272727272727274,8.209352606869286,809.4000000000001,14.716363636363639,4.504150204996515,0.18181818181818182,0.2545454545454545,0.011840046124701424
8,3b2dca5cc3db92a05ea35056887108b6,5,4.333333333333333,49.1831936273393,355.0,327.2692307692308,2.1153846153846154,8.242346568651158,344.6166666666667,13.25448717948718,4.073026591885254,0.15384615384615385,0.3076923076923077,0.009672583063307056
9,84e1a98ccf46774bc4f5c6374079dc07,11,5.25,50.5641565983571,244.54761904761904,230.57142857142858,3.642857142857143,6.304419743284372,503.8,11.995238095238095,2.819404819603659,0.2619047619047619,0.0,0.022330289797538705
10,a2334fdb829cf96fbae920df0cce1587,2,8.333333333333334,85.30070707798778,210.84,202.68,2.28,5.984667385127853,340.23333333333335,13.609333333333334,3.036549144369742,0.36,0.32,0.026942294503771922
11,0430df9a3eb327122c57ee3a64765000,8,5.375,59.200994296316104,276.1162790697674,262.16279069767444,2.883720930232558,7.134038553270294,593.9833333333333,13.81356589147287,3.674046937051474,0.0,0.18604651162790697,0.009119223322764387
12,e35d490b495edf857a448653e036bd44,14,4.25,45.443466729114625,194.52941176470588,186.47058823529412,2.2941176470588234,6.2067273039299815,485.58333333333337,14.28186274509804,3.3048440025468975,0.0,0.23529411764705882,0.0197357130598936
13,e1d2df8059744cac678fbdc113e9e697,17,6.625,72.85682293776745,197.9245283018868,187.9056603773585,2.3962264150943398,9.23019464003641,622.5166666666664,11.745597484276725,4.0419358597958,0.11320754716981132,0.0,0.026773044898396294
14,838495eb3f025e512228480eae127522,8,9.4,88.93519937448477,271.0,257.0851063829787,2.3404255319148937,6.540844545256813,536.3833333333332,11.412411347517727,2.7830095011857643,0.2765957446808511,0.40425531914893614,0.012428922101730728
15,173a168d2b8830525f59be85a35f0000,17,6.333333333333333,63.124478536404844,228.52631578947367,217.81578947368422,2.3421052631578947,6.280392224562373,482.71666666666664,12.703070175438596,2.9743968269437686,0.10526315789473684,0.13157894736842105,0.0034526810068017818
16,ddf9fad53fff9a2f2ded181e1144b47f,15,9.25,97.63362486795829,204.72972972972974,194.8918918918919,2.2432432432432434,10.986688623576232,364.35,9.847297297297297,4.03354875374461,0.4594594594594595,0.24324324324324326,0.006861534239055853
17,bd26a8a5910f6c87aed2fcce32782fae,12,6.4,62.66164925248861,190.25,159.40625,2.5625,7.5764280345734685,354.80000000000007,11.087500000000002,3.1318545180011683,0.3125,0.09375,0.0223130402104472
18,d1576672b9ddf17e405ad295e66048ba,20,3.2222222222222223,31.466199806776096,221.10344827586206,208.68965517241378,2.0344827586206895,5.410441316175835,385.96666666666664,13.30919540229885,2.684651622018536,0.0,0.06896551724137931,0.03022713533120304
19,895c14bfd7d1e2c26aee6938703f32f8,21,3.75,42.222656269029535,234.16666666666666,225.76666666666668,2.033333333333333,6.560821836522771,449.4,14.979999999999999,3.6641521783256907,0.0,0.5,0.015761756415962024
20,7b625f643d0775f0ac4898e33235377b,15,1.0,8.563774835232662,292.0,275.3333333333333,3.6666666666666665,5.7797897196261685,28.533333333333335,9.511111111111111,2.049494409716613,0.0,0.3333333333333333,0.0
21,89dab1d9f815cea34ce3612a6b7c0d51,7,9.666666666666666,131.68952687644216,297.67241379310343,287.8103448275862,1.793103448275862,8.082776815895787,1010.7500000000001,17.426724137931036,5.251456690534522,0.29310344827586204,0.1724137931034483,0.011954819028774013
22,0eff1404b137a5562642f0f706e59f25,22,4.090909090909091,40.64938734116865,222.77777777777777,206.13333333333333,2.3777777777777778,7.921700673434516,497.4499999999999,11.054444444444442,3.264816632905415,0.17777777777777778,0.28888888888888886,0.009213656313867391
23,ce577ac73e9022772835abf8d37e91d5,10,5.3,52.48897686546451,343.1132075471698,331.0377358490566,1.6981132075471699,10.76648072132758,475.05,8.963207547169812,3.5978302132996745,0.24528301886792453,0.09433962264150944,0.019296214433568395
24,f06398053a230bf914041eb897dc8d62,12,5.444444444444445,64.62166889578383,250.6530612244898,237.44897959183675,2.7346938775510203,7.1798160268883775,753.7333333333333,15.38231292517007,4.117545461024332,0.0,0.5510204081632653,0.016031310808420306
25,ce5b4b1624afd0dd514e8997a2a1ff1d,16,2.8181818181818183,43.7034254934547,297.7096774193548,288.0,1.5806451612903225,10.739630977939575,535.65,17.279032258064515,6.918504359831741,0.16129032258064516,0.5806451612903226,0.0077787112231245525
26,33b7762088cf5b82b8fe6fc291f93b6b,8,6.25,85.95430590386947,298.76,288.04,2.2,12.019849049206037,340.0666666666667,13.60266666666667,6.095741111263003,0.56,0.08,0.013477749460890021
27,7c4bcea05c14431c65ef1d9cfa20ecb1,23,4.15,57.61403396609789,415.5301204819277,421.31325301204816,1024.9277108433735,11.128047853896417,1206.4500000000003,14.535542168674702,6.030504759790027,0.08433734939759036,0.4939759036144578,0.0024175611642974566
28,d7e035984d4fba2d14bc37f1992a061f,11,6.5,78.74406445361315,195.64102564102564,186.30769230769232,1.8974358974358974,11.335857396471143,460.01666666666677,11.795299145299149,4.98501854399303,0.3076923076923077,0.10256410256410256,0.02173834281366617
29,1c95fcac4de21d077072da1ea1705eb5,4,6.75,71.47233472520826,223.62962962962962,212.11111111111111,2.740740740740741,6.803602771362587,360.83333333333326,13.364197530864194,3.3898874578904907,0.0,0.4444444444444444,0.013856812933025405
30,fed19d671569afe8a2f9fa0953dd25ca,26,4.714285714285714,58.408391165973384,275.42424242424244,264.030303030303,2.9393939393939394,8.832604206768627,476.21666666666664,14.43080808080808,4.75207039512904,0.12121212121212122,0.36363636363636365,0.025373604451755155
31,faebff3d5429ff2036c125a91df765c8,28,2.823529411764706,34.11284017196673,364.0625,351.1041666666667,2.2708333333333335,11.152991154562384,572.7999999999996,11.933333333333325,4.961997879047726,0.4166666666666667,0.20833333333333334,0.002182262569832402
32,e610084768b3d8313be3a7dd22e5e5e7,19,3.4615384615384617,41.57326927044149,260.84444444444443,242.6888888888889,2.2444444444444445,9.606245218327619,588.1833333333335,13.070740740740744,4.681201265391057,0.3111111111111111,0.37777777777777777,0.0007083959083052337
33,6ccc2af7009dfea4572de788827ac5a1,7,6.2,78.92387736504818,446.4193548387097,409.35483870967744,2.2580645161290325,6.1678220262783885,574.6166666666667,18.536021505376343,4.2623764420357455,0.0,0.3225806451612903,0.017402906285349653
34,e08a1154c61bfa0adb7a029eed7df122,21,3.3846153846153846,53.234696485866316,386.54545454545456,374.22727272727275,2.022727272727273,12.599221135123441,693.3166666666666,15.757196969696968,7.401608451573034,0.022727272727272728,0.29545454545454547,0.012620495684992428
